ID,trial_type,stimulus,trial_resp.,trial_rt
7,go,green_circle,press,0.393663
7,nogo,red_circle,press,0.466612
7,go,green_circle,none,
7,nogo,red_circle,press,0.369286
7,go,green_circle,press,0.486314
7,nogo,red_circle,none,
7,nogo,red_circle,none,
7,go,green_circle,press,0.289312
7,go,green_circle,press,0.417656
7,nogo,red_circle,none,
7,nogo,red_circle,none,
7,go,green_circle,press,0.350263
7,go,green_circle,press,0.509622
7,nogo,red_circle,press,0.51493
7,go,green_circle,press,0.48364
7,go,green_circle,press,0.666614
7,nogo,red_circle,press,0.336032
7,go,green_circle,press,0.498192
7,go,green_circle,press,0.49036
7,go,green_circle,press,0.344241
7,go,green_circle,press,0.42394
7,go,green_circle,press,0.384904
7,go,green_circle,press,0.391123
7,go,green_circle,press,0.405676
7,go,green_circle,press,0.497344
7,nogo,red_circle,none,
7,go,green_circle,press,0.388289
7,go,green_circle,press,0.398597
7,go,green_circle,press,0.387845
7,go,green_circle,press,0.460261
7,go,green_circle,press,0.454462
7,nogo,red_circle,none,
7,go,green_circle,press,0.388215
7,go,green_circle,press,0.702905
7,go,green_circle,press,0.383907
7,go,green_circle,press,0.409564
7,go,green_circle,press,0.436159
7,go,green_circle,press,0.459645
7,go,green_circle,press,0.528218
7,go,green_circle,press,0.4301
7,go,green_circle,press,0.386849
7,go,green_circle,press,0.649649
7,go,green_circle,press,0.471796
7,go,green_circle,press,0.331464
7,go,green_circle,press,0.422767
7,go,green_circle,none,
7,go,green_circle,press,0.560804
7,nogo,red_circle,press,0.358091
7,go,green_circle,press,0.481184
7,nogo,red_circle,press,0.57358
7,go,green_circle,press,0.401483
7,go,green_circle,press,0.367779
7,go,green_circle,press,0.340581
7,go,green_circle,press,0.492563
7,nogo,red_circle,press,0.40971
7,go,green_circle,press,0.355522
7,go,green_circle,press,0.41339
7,go,green_circle,press,0.324735
7,go,green_circle,press,0.514751
7,nogo,red_circle,none,
7,go,green_circle,press,0.43626
7,nogo,red_circle,press,0.487439
7,go,green_circle,press,0.401677
7,go,green_circle,press,0.334869
7,go,green_circle,press,0.395604
7,go,green_circle,press,0.572065
7,go,green_circle,press,0.420503
7,go,green_circle,press,0.359172
7,go,green_circle,none,
7,nogo,red_circle,none,
7,go,green_circle,press,0.425306
7,go,green_circle,press,0.731467
7,go,green_circle,press,0.293547
7,go,green_circle,press,0.400702
7,go,green_circle,press,0.321194
7,go,green_circle,press,0.38074
7,go,green_circle,press,0.353302
7,go,green_circle,press,0.354832
7,go,green_circle,press,0.565944
7,go,green_circle,press,0.478199
7,go,green_circle,press,0.424414
7,nogo,red_circle,none,
7,go,green_circle,press,0.485127
7,go,green_circle,press,0.354256
7,go,green_circle,press,0.334491
7,go,green_circle,press,0.373348
7,go,green_circle,press,0.389835
7,go,green_circle,press,0.345413
7,go,green_circle,press,0.436929
7,go,green_circle,press,0.623346
7,nogo,red_circle,none,
7,go,green_circle,press,0.549248
7,go,green_circle,press,0.472481
7,go,green_circle,press,0.339923
7,go,green_circle,press,0.429422
7,go,green_circle,press,0.356427
7,go,green_circle,press,0.394439
7,go,green_circle,press,0.626378
7,go,green_circle,press,0.313069
7,go,green_circle,press,0.266978
